'Nachname';'Vorname';'Geburtsjahr';'Partei (trim)';'Partei-Nr';'Land (Trim)';'Land-Nr.';'Platz';'Wahlkreis - Nr.'
'Scholz';'Marcell';1986;'REP';14;'Sachsen';13;' 10 ';'  '
'Scholz';'Mike';1975;'REP';14;'Thüringen';16;' 3 ';'  '
'Scholz';'Olaf';1958;'SPD';29;'Hamburg';6;' 1 ';20
'Schon';'Manuela';1982;'DIE LINKE';13;'Hessen';7;' 9 ';'  '
'Schönbeck';'Friedrich';1937;'K:Schönbeck';30;;;;291
'Schöne';'Tilo';1957;'REP';14;'Bayern';2;' 16 ';'  '
'Schönfeld';'Renate';1948;'DKP';10;'Berlin';3;' 6 ';'  '
'Schönfeld';'Siegfried';1950;'GRÜNE';4;;;;123
'Schönig';'Detlef';1955;'DIE LINKE';13;'Baden-Württemberg';1;' 16 ';293
'Schönwald';'Uwe';1963;'DVU';11;'Sachsen-Anhalt';14;' 3 ';'  '
'Schopf';'Alexander';1977;'FDP';17;'Baden-Württemberg';1;' 20 ';265
'Schoppen';'Susanne';1948;'FDP';17;'Hessen';7;' 39 ';'  '
'Schöps';'Richard';1967;'BP';3;'Bayern';2;' 38 ';'  '
'Schöps';'Steffen';1970;'FDP';17;'Baden-Württemberg';1;' 25 ';278
'Schott';'Erwin';1952;'VIOLETTEN';15;;;;206
'Schowald';'Fritz';1953;'VIOLETTEN';15;'Baden-Württemberg';1;' 8 ';'  '
'Schrader';'Hartmut';1950;'K:Schrader';30;;;;179
'Schramm';'Henning';1962;'CDU';6;'Mecklenburg-Vorpommern';8;' 12 ';'  '
'Schramm';'Inge';1960;'K:Schramm';30;;;;242
'Schramm';'Robert';1959;'ödp';23;'Rheinland-Pfalz';11;' 18 ';'  '
'Schreiber';'Elke';1945;'SPD';29;'Schleswig-Holstein';15;' 17 ';'  '
'Schreiber';'Peter';1973;'NPD';22;;;;156
'Schreiner';'Bernd Nobert Harry';1967;'PIRATEN';26;'Thüringen';16;' 3 ';'  '
'Schreiner';'Bertold';1960;'BüSo';5;'Baden-Württemberg';1;' 6 ';'  '
'Schreiner';'Ottmar';1946;'SPD';29;'Saarland';12;' 2 ';297
'Schröder';'Dr. Ole';1971;'CDU';6;'Schleswig-Holstein';15;' 2 ';7
'Schröder';'Jendrik';1984;'SPD';29;'Niedersachsen';9;' 33 ';'  '
'Schröder';'Patrick Hermann';1983;'NPD';22;'Bayern';2;' 6 ';225
'Schröder';'Thea';1939;'VIOLETTEN';15;'Bayern';2;' 11 ';'  '
'Schröder';'Ulrich';1947;'DIE LINKE';13;;;;30
'Schröer';'Petra';1960;'SPD';29;'Nordrhein-Westfalen';10;' 70 ';'  '
'Schrutek';'Andrea';1963;'DIE LINKE';13;'Sachsen';13;' 13 ';165
'Schubert';'Jörg Hans';1956;'NPD';22;;;;163
'Schubert';'Katina';1961;'DIE LINKE';13;'Brandenburg';4;' 7 ';'  '
'Schubert';'Prof. Gottfried';1931;'REP';14;'Bayern';2;' 3 ';223
'Schubeus';'Arnd';1967;'REP';14;'Nordrhein-Westfalen';10;' 5 ';'  '
'Schuchalter-Eicke';'Gabriele';1952;'GRÜNE';4;'Hessen';7;' 23 ';179
'Schuchmann';'Dr. Lothar';1940;'DIE LINKE';13;;;;288
'Schuder';'Robert';1968;'BP';3;'Bayern';2;' 42 ';'  '
'Schui';'Herbert Karl';1940;'DIE LINKE';13;'Niedersachsen';9;' 4 ';37
'Schulenburg';'Graf von der Friedrich-Werner';1947;'NPD';22;;;;50
'Schülke';'Heiner Helmut Willi';1950;'FDP';17;'Niedersachsen';9;' 11 ';41
'Schüllenbach-Schöne';'Monika';1941;'Tierschutz';21;'Bayern';2;' 3 ';'  '
'Schulte';'Oliver';1979;'CSU';8;'Bayern';2;' 38 ';'  '
'Schulte';'Peter';1969;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 29 ';149
'Schulte-Drüggelte';'Bernhard';1951;'CDU';6;'Nordrhein-Westfalen';10;' 17 ';147
'Schultheiß';'Daniel';1980;'PIRATEN';26;'Thüringen';16;' 1 ';'  '
'Schultz';'Frank';1972;'PIRATEN';26;'Mecklenburg-Vorpommern';8;' 4 ';'  '
'Schultz';'Vasco';1976;'DIE LINKE';13;;;;23
'Schultz';'Velda';1985;'ödp';23;'Hamburg';6;' 4 ';'  '
'Schulz';'Dieter';1969;'NPD';22;;;;140
'Schulz';'Dr. Andreas';1970;'GRÜNE';4;'Hessen';7;' 12 ';'  '
'Schulz';'Dr. Horst';1943;'FWD';19;'Brandenburg';4;' 7 ';'  '
'Schulz';'Gerhard-Walter';1950;'DIE LINKE';13;;;;48
'Schulz';'Herbert Heinrich Paul';1947;'DIE LINKE';13;;;;21
'Schulz';'Ines Rosika';1961;'VIOLETTEN';15;'Berlin';3;' 6 ';'  '
'Schulz';'Jimmy';1968;'FDP';17;'Bayern';2;' 10 ';222
'Schulz';'Katrin';1959;'CDU';6;'Schleswig-Holstein';15;' 12 ';'  '
'Schulz';'Rico';1978;'BüSo';5;'Sachsen';13;' 13 ';159
'Schulz';'Roland';1959;'DVU';11;'Brandenburg';4;' 2 ';'  '
'Schulz';'Swen';1968;'SPD';29;'Berlin';3;' 3 ';79
'Schulze';'Erik';1984;'NPD';22;'Sachsen-Anhalt';14;' 10 ';'  '
'Schulze';'Karl-Heinz';1955;'MLPD';20;'Mecklenburg-Vorpommern';8;' 3 ';'  '
'Schulze';'Prof. Dr. Joachim';1952;'GRÜNE';4;;;;158
'Schulze';'Sigrid';1966;'REP';14;'Hessen';7;' 10 ';'  '
'Schulze';'Tobias';1976;'DIE LINKE';13;'Berlin';3;' 10 ';'  '
'Schumacher';'Heinz';1953;'K:Schumacher';30;;;;187
'Schumacher';'Manfred';1959;'ödp';23;'Rheinland-Pfalz';11;' 7 ';'  '
'Schumacher';'Markus';1977;'NPD';22;;;;142
'Schumacher';'Ulrich';1966;'PIRATEN';26;'Nordrhein-Westfalen';10;' 1 ';'  '
'Schumann';'Dieter';1953;'K:Schumann';30;;;;193
'Schumann';'Ingo Martin Gerhard';1950;'MLPD';20;'Sachsen';13;' 6 ';'  '
'Schumann';'Robert';1947;'NPD';22;'Saarland';12;' 5 ';'  '
'Schümann';'Jörg';1960;'GRÜNE';4;;;;232
'Schummer';'Uwe';1957;'CDU';6;'Nordrhein-Westfalen';10;' 43 ';112
'Schünemann';'Perdita';1960;'VIOLETTEN';15;'Berlin';3;' 4 ';'  '
'Schurer';'Ewald';1954;'SPD';29;'Bayern';2;' 9 ';214
'Schurr';'Manfred';1966;'PBC';24;'Baden-Württemberg';1;' 3 ';'  '
'Schüßler';'Sigrid';1969;'NPD';22;'Bayern';2;' 4 ';'  '
'Schuster';'Alfred';1955;'SPD';29;'Bayern';2;' 55 ';'  '
'Schuster';'Armin';1961;'CDU';6;;;;282
'Schuster';'Marina';1975;'FDP';17;'Bayern';2;' 6 ';246
'Schuster';'Peter';1950;'BP';3;'Bayern';2;' 39 ';'  '
'Schuster';'Thorsten';1964;'NPD';22;'Hamburg';6;' 5 ';21
'Schütten';'Rainer';1953;'SPD';29;'Nordrhein-Westfalen';10;' 73 ';'  '
'Schütz';'Daniel';1931;'BP';3;'Bayern';2;' 40 ';'  '
'Schützinger';'Jürgen';1953;'NPD';22;'Baden-Württemberg';1;' 1 ';286
'Schützinger';'Rudolf';1982;'NPD';22;'Baden-Württemberg';1;' 8 ';280
'Schwab';'Angelika';1959;'Tierschutz';21;'Nordrhein-Westfalen';10;' 3 ';'  '
'Schwabe';'Frank';1970;'SPD';29;'Nordrhein-Westfalen';10;' 43 ';122
'Schwall-Düren';'Dr. Angelica Klara';1948;'SPD';29;'Nordrhein-Westfalen';10;' 2 ';128
'Schwan';'Stefan';1969;'GRÜNE';4;;;;138
'Schwanholz';'Dr. Martin';1960;'SPD';29;'Niedersachsen';9;' 13 ';40
'Schwanitz';'Rolf';1959;'SPD';29;'Sachsen';13;' 3 ';167
'Schwartze';'Stefan';1974;'SPD';29;'Nordrhein-Westfalen';10;' 28 ';134
'Schwarz';'Andreas';1965;'SPD';29;'Bayern';2;' 29 ';236
'Schwarz';'Andreas';1979;'GRÜNE';4;;;;262
'Schwarz';'Dr. Caroline';1971;'BP';3;'Bayern';2;' 3 ';219
'Schwarz';'Dr. Christian';1974;'CSU';8;'Bayern';2;' 52 ';'  '
'Schwarz';'Jan';1982;'SPD';29;'Niedersachsen';9;' 47 ';'  '
'Schwarz';'Maria Viktoria';1943;'CM';7;'Bayern';2;' 7 ';'  '
'Schwarz';'Michael';1984;'CDU';6;'Rheinland-Pfalz';11;' 30 ';'  '
'Schwarz';'Ulrich';1941;'NPD';22;;;;259
'Schwarzelühr-Sutter';'Rita';1962;'SPD';29;'Baden-Württemberg';1;' 16 ';288
'Schwarzenberg';'Peter Paul Alfons';1949;'REP';14;'Sachsen';13;' 5 ';'  '
'Schwarzer';'Frank';1974;'DIE LINKE';13;;;;133
'Schweer';'Daniel';1982;'SPD';29;'Niedersachsen';9;' 57 ';'  '
'Schweickert';'Dr. Erik';1972;'FDP';17;'Baden-Württemberg';1;' 10 ';279
'Schweiger';'Dr. Hermann';1954;'ödp';23;'Bayern';2;' 4 ';241
'Schweitzer';'Angelika Elisabeth Christine';1949;'MLPD';20;'Nordrhein-Westfalen';10;' 28 ';'  '
'Schweitzer';'Gottfried';1946;'MLPD';20;;;;95
'Schwenke';'Felix';1979;'SPD';29;'Hessen';7;' 31 ';'  '
'Schwerdt';'Frank';1944;'NPD';22;;;;193
'Schwiderke';'Joachim';1961;'SPD';29;'Thüringen';16;' 8 ';189
'Schwimmbeck';'Heinrich';1957;'DIE LINKE';13;;;;236
'Schwülbe';'Enrico';1973;'DIE LINKE';13;;;;45
'Seebens';'Clemens Johann';1955;'PBC';24;'Bremen';5;' 2 ';'  '
'Seeger';'Hans-Joachim';1943;'DIE LINKE';13;'Niedersachsen';9;' 21 ';'  '
'Seehausen';'Valentin';1990;'GRÜNE';4;;;;2
'Seel';'Manfred';1954;'DIE LINKE';13;;;;254
'Seelmann';'Peter';1952;'CDU';6;'Rheinland-Pfalz';11;' 24 ';'  '
'Seemann';'Harry';1955;'K:Seemann';30;;;;130
'Seemann';'Wolfgand Josef Emil';1950;'ödp';23;'Nordrhein-Westfalen';10;' 7 ';'  '
'Seemann-Katz';'Ulrike';1955;'GRÜNE';4;'Mecklenburg-Vorpommern';8;' 7 ';12
'Seestern-Pauly';'Matthias';1984;'FDP';17;'Niedersachsen';9;' 13 ';39
'Segerath';'Norbert';1948;'DIE LINKE';13;;;;114
'Seibel';'Daniela';1969;'Tierschutz';21;'Niedersachsen';9;' 5 ';'  '
'Seidel';'Dietrich';1936;'NPD';22;;;;34
'Seidel';'Horst Gerhard';1940;'RRP';27;'Nordrhein-Westfalen';10;' 2 ';'  '
'Seidel';'Wolfgang';1969;'DIE LINKE';13;;;;222
'Seidemann';'Lothar';1950;'REP';14;'Baden-Württemberg';1;' 11 ';280
'Seiderer';'Dr. Hermann';1941;'BP';3;'Bayern';2;' 41 ';'  '
'Seidl';'Daniela';1979;'FDP';17;'Bayern';2;' 29 ';216
'Seif';'Detlef';1962;'CDU';6;'Nordrhein-Westfalen';10;' 50 ';93
'Seifert';'Berthold';1964;'REP';14;'Bayern';2;' 2 ';'  '
'Seifert';'Dr. Ilja';1951;'DIE LINKE';13;'Sachsen';13;' 4 ';158
'Seiler';'Till';1981;'GRÜNE';4;'Baden-Württemberg';1;' 16 ';287
'Seitz';'Andreas';1967;'ödp';23;'Bayern';2;' 34 ';229
'Selg';'Petra';1961;'GRÜNE';4;;;;293
'Selke-Witzel';'Jürgen';1967;'GRÜNE';4;;;;50
'Selle';'Johannes';1956;'CDU';6;'Thüringen';16;' 9 ';191
'Selzener';'Markus';1964;'FDP';17;'Nordrhein-Westfalen';10;' 57 ';141
'Sendker';'Reinhold';1952;'CDU';6;;;;131
'Senftleben';'Mieke';1952;'FDP';17;;;;78
'Senger-Schäfer';'Kathrin';1962;'DIE LINKE';13;'Rheinland-Pfalz';11;' 2 ';208
'Sengül';'Alisan';1969;'DIE LINKE';13;;;;146
'Sensburg';'Dr. Patrick';1971;'CDU';6;;;;148
'Serway';'Wolfgang';1948;'MLPD';20;'Baden-Württemberg';1;' 11 ';'  '
'Sharma';'Raju';1964;'DIE LINKE';13;'Schleswig-Holstein';15;' 2 ';'  '
'Siade';'Waltraud';1959;'K:Siade';30;;;;226
'Sieber';'Thomas';1989;'BP';3;'Bayern';2;' 43 ';'  '
'Siebert';'Bernd';1949;'CDU';6;'Hessen';7;' 4 ';171
'Siegel';'Hendrik Gerd';1977;'FDP';17;'Schleswig-Holstein';15;' 8 ';9
'Siegert';'Christine';1955;'CDU';6;'Sachsen-Anhalt';14;' 11 ';'  '
'Siegert';'Harry';1947;'DIE LINKE';13;;;;188
'Sieghart';'Udo';1957;'NPD';22;;;;247
'Siegmund';'Andreas';1960;'K:Siegmund';30;;;;67
'Siekiera';'Iris Ursula Elisabeth';1956;'SPD';29;'Niedersachsen';9;' 31 ';'  '
'Sieling';'Dr. Carsten Günter Erich';1959;'SPD';29;'Bremen';5;' 3 ';55
'Siemen';'Melanie';1974;'CDU';6;'Schleswig-Holstein';15;' 25 ';'  '
'Siemsen';'Sabine';1965;'DIE LINKE';13;'Bayern';2;' 21 ';'  '
'Siethoff';'Michael';1970;'Tierschutz';21;'Nordrhein-Westfalen';10;' 2 ';151
'Sievers';'Gudrun';1961;'ödp';23;'Niedersachsen';9;' 3 ';'  '
'Siewert';'Wolfgang';1942;'GRÜNE';4;;;;72
'Sikora';'Kosima';1957;'FAMILIE';16;'Bayern';2;' 2 ';'  '
'Silberhorn';'Thomas';1968;'CSU';8;;;;236
'Simm';'Herbert';1954;'CDU';6;'Baden-Württemberg';1;' 16 ';'  '
'Simmermann';'Martin';1967;'DIE LINKE';13;'Saarland';12;' 6 ';'  '
'Simmling';'Werner';1944;'FDP';17;'Baden-Württemberg';1;' 14 ';263
'Singhammer';'Johannes';1953;'CSU';8;'Bayern';2;' 8 ';218
'Singler';'Eugenia';1958;'CDU';6;'Baden-Württemberg';1;' 46 ';'  '
'Sitte';'Christopher';1973;'FDP';17;'Rheinland-Pfalz';11;' 20 ';'  '
'Sitte';'Dr. Petra';1960;'DIE LINKE';13;'Sachsen-Anhalt';14;' 1 ';73
'Skudelny';'Judith';1975;'FDP';17;'Baden-Württemberg';1;' 12 ';262
'Slaugh';'Hannelore';1949;'Tierschutz';21;'Hessen';7;' 9 ';'  '
'Slave';'Günter Paul';1955;'MLPD';20;'Sachsen';13;' 1 ';161
'Snelinski';'Oliver';1980;'K:Snelinski';30;;;;87
'Sokolowski';'Peter';1964;'GRÜNE';4;;;;27
'Söllner';'Karl';1956;'SPD';29;'Bayern';2;' 37 ';233
'Solms-Hohensolms-Lich Prinz zu';'Dr. Hermann Otto';1940;'FDP';17;'Hessen';7;' 2 ';174
'Sommer';'Lothar';1954;'K:Sommer';30;;;;61
'Sommer';'Volker Christoph';1944;'ödp';23;'Thüringen';16;' 11 ';'  '
'Sommerau';'Bernd';1954;'K:Sommerau';30;;;;60
'Sommermeyer';'Elke';1954;'FDP';17;'Hessen';7;' 22 ';'  '
'Sonnenberg-Westeson';'Christoph';1969;'GRÜNE';4;;;;79
'Sonner';'Sebastian';1953;'ödp';23;'Bayern';2;' 9 ';'  '
'Sossna';'Sina';1990;'FDP';17;'Nordrhein-Westfalen';10;' 44 ';'  '
'Spahn';'Jens';1980;'CDU';6;;;;125
'Spangenberg';'Dr. Günther';1935;'FWD';19;'Brandenburg';4;' 3 ';'  '
'Späth';'Alois';1937;'K:Späth';30;;;;234
'Spatz';'Joachim';1964;'FDP';17;'Bayern';2;' 8 ';251
'Spauke';'Heiko';1979;'REP';14;'Sachsen';13;' 4 ';'  '
'Specht';'Tobias';1977;'GRÜNE';4;;;;257
'Spehr';'Dr. Christoph Marcel';1963;'DIE LINKE';13;'Bremen';5;' 8 ';'  '
'Speicher';'Albert';1951;'DIE LINKE';13;'Saarland';12;' 5 ';'  '
'Spethmann-Berssenbrügge';'Viviane';1967;'CDU';6;'Hamburg';6;' 7 ';'  '
'Spiering';'Rainer';1956;'SPD';29;'Niedersachsen';9;' 26 ';39
'Spieß';'Richard';1959;'DIE LINKE';13;'Bayern';2;' 8 ';233
'Spieth';'Frank';1947;'DIE LINKE';13;;;;193
'Spieth';'Hans';1943;'ADM';2;'Baden-Württemberg';1;' 4 ';'  '
'Spinner';'Anita';1964;'ödp';23;;;;276
'Spinrath';'Norbert';1957;'SPD';29;'Nordrhein-Westfalen';10;' 58 ';90
'Spitz';'Rolf';1960;'SPD';29;'Bayern';2;' 23 ';257
'Spitz';'Wolfgang';1960;'CDU';6;'Rheinland-Pfalz';11;' 28 ';'  '
'Spönlein';'Lars';1972;'NPD';22;'Nordrhein-Westfalen';10;' 7 ';'  '
'Sporer';'Ernst';1950;'GRÜNE';4;;;;175
'Spöri';'Uta';1955;'DIE LINKE';13;'Baden-Württemberg';1;' 9 ';281
'Sprodowski';'Heinz-Günter';1930;'Volksabst.';1;'Baden-Württemberg';1;' 10 ';'  '
'Stäbler';'Maren';1983;'CDU';6;'Baden-Württemberg';1;' 60 ';'  '
'Stadie';'Matthias';1976;'REP';14;'Mecklenburg-Vorpommern';8;' 3 ';'  '
'Stadler';'Dr. Maximilian';1949;'FDP';17;'Bayern';2;' 2 ';229
'Staffeldt';'Torsten Heiko';1963;'FDP';17;'Bremen';5;' 1 ';55
'Stahl';'Christian';1975;'CDU';6;'Hessen';7;' 30 ';'  '
'Staib';'Rainer';1969;'CDU';6;'Baden-Württemberg';1;' 48 ';'  '
'Stalleicher';'Josef';1950;'BüSo';5;'Hessen';7;' 9 ';'  '
'Stalleicken';'Martina';1979;'MLPD';20;'Nordrhein-Westfalen';10;' 11 ';'  '
'Stamm';'Markus';1970;'ödp';23;'Nordrhein-Westfalen';10;' 8 ';'  '
'Stamm';'Thomas';1968;'DIE LINKE';13;'Thüringen';16;' 14 ';'  '
'Stamm-Fibich';'Martina';1965;'SPD';29;'Bayern';2;' 38 ';242
'Stanglmaier';'Dr. Michael';1963;'GRÜNE';4;;;;215
'Stapel';'Eduard';1953;'GRÜNE';4;;;;67
'Staratschek';'Felix Johannes';1966;'ödp';23;'Nordrhein-Westfalen';10;' 9 ';100
'Stark-Watzinger';'Bettina';1968;'FDP';17;'Hessen';7;' 9 ';181
'Staszewski';'Alina';1986;'REP';14;'Bayern';2;' 10 ';'  '
'Stauch';'Detlev';1953;'REP';14;'Thüringen';16;' 2 ';'  '
'Stauche';'Carola';1952;'CDU';6;'Thüringen';16;' 6 ';196
'Staudenhöchtl';'Peter';1955;'REP';14;'Bayern';2;' 12 ';'  '
'Staudt';'Alfred';1958;'SPD';29;'Saarland';12;' 6 ';'  '
'Stauffer';'Horst';1934;'ödp';23;'Rheinland-Pfalz';11;' 13 ';'  '
'Stawitz';'Ingo';1950;'NPD';22;'Schleswig-Holstein';15;' 4 ';7
'Steck';'Britta';1965;'GRÜNE';4;'Rheinland-Pfalz';11;' 7 ';201
'Stefanutti-Bscheidl';'Anna-Elisabeth';1955;'BP';3;;;;225
'Steffel';'Dr. Frank';1966;'CDU';6;'Berlin';3;' 4 ';78
'Steffen';'Sonja Amalie';1963;'SPD';29;'Mecklenburg-Vorpommern';8;' 2 ';15
'Steidle';'Manfred';1958;'DIE LINKE';13;;;;269
'Steiger';'Günther';1958;'BP';3;'Bayern';2;' 44 ';'  '
'Steigert';'Marco Klaus Willy';1974;'REP';14;'Rheinland-Pfalz';11;' 4 ';208
'Stein';'Dr. Dieter';1957;'MLPD';20;'Hessen';7;' 6 ';'  '
'Stein';'Horst-Peter';1960;'FDP';17;;;;59
'Stein';'Kevin';1984;'NPD';22;;;;1
'Stein';'Peter';1968;'CDU';6;'Mecklenburg-Vorpommern';8;' 7 ';14
'Stein';'Uli';1957;'ödp';23;'Baden-Württemberg';1;' 10 ';'  '
'Steinbach';'Erika';1943;'CDU';6;'Hessen';7;' 3 ';183
'Steinberg';'Wilfried';1940;'REP';14;'Brandenburg';4;' 1 ';'  '
'Steinbiß';'Holger';1971;'NPD';22;;;;145
'Steinbrück';'Peer';1947;'SPD';29;'Nordrhein-Westfalen';10;' 3 ';105
'Steinecke';'Dieter';1954;'SPD';29;'Niedersachsen';9;' 20 ';32
'Steiner';'Dorothea';1948;'GRÜNE';4;'Niedersachsen';9;' 3 ';40
'Steinheuer';'Christina Theresa';1979;'FDP';17;'Rheinland-Pfalz';11;' 13 ';199
'Steinke';'Lilli';1941;'Volksabst.';1;'Baden-Württemberg';1;' 9 ';'  '
'Steinle';'Frank-Thomas';1962;'VIOLETTEN';15;'Bayern';2;' 14 ';'  '
'Steinleitner';'Alfred';1960;'NPD';22;;;;227
'Steinmeier';'Dr. Frank-Walter';1956;'SPD';29;'Brandenburg';4;' 1 ';61
'Steinmeyer';'Sven';1973;'K:Steinmeyer';30;;;;220
'Steinwender';'Tom';1978;'GRÜNE';4;'Rheinland-Pfalz';11;' 12 ';'  '
'Stengel';'Frank Alfred';1969;'Freie Union';18;;;;257
'Stenglein';'Claus';1957;'SPD';29;'Bayern';2;' 39 ';240
'Stephan';'Margitta Gisela';1964;'K:Stephan';30;;;;257
'Stephany';'André';1989;'CDU';6;'Baden-Württemberg';1;' 51 ';'  '
'Steppuhn';'Andreas';1962;'SPD';29;'Sachsen-Anhalt';14;' 6 ';69
'Sterk';'Stephan Peter';1965;'VIOLETTEN';15;'Bayern';2;' 9 ';'  '
'Stetten von';'Christian Alexander';1970;'CDU';6;;;;268
'Steup';'Christian';1978;'NPD';22;'Rheinland-Pfalz';11;' 3 ';84
'Stiefel';'Hendrik';1983;'PIRATEN';26;'Thüringen';16;' 6 ';'  '
'Stier';'Dieter';1964;'CDU';6;'Sachsen-Anhalt';14;' 7 ';74
'Stier';'Franziska';1984;'DIE LINKE';13;'Baden-Württemberg';1;' 11 ';287
'Stierlin';'Frank Joachim';1950;'MLPD';20;'Nordrhein-Westfalen';10;' 25 ';'  '
'Stiewe';'Hauke';1971;'K:Stiewe';30;;;;84
'Stiffel';'Sebastian';1984;'PIRATEN';26;'Mecklenburg-Vorpommern';8;' 1 ';'  '
'Stinner';'Dr. Rainer';1947;'FDP';17;'Bayern';2;' 3 ';219
'Stöber';'Sebastian';1977;'NPD';22;;;;37
'Stöckel';'Daniel';1979;'ödp';23;'Baden-Württemberg';1;' 8 ';'  '
'Stöckel';'Volker';1966;'K:Stöckel';30;;;;40
'Stockert';'Madeleine';1947;'MLPD';20;'Rheinland-Pfalz';11;' 1 ';208
'Stockhausen von';'Hans-Achim';1945;'FDP';17;'Nordrhein-Westfalen';10;' 53 ';133
'Stockschläger';'Hans Joachim';1959;'FDP';17;'Nordrhein-Westfalen';10;' 26 ';110
'Stodt-Kirchholtes';'Christiane';1962;'GRÜNE';4;'Schleswig-Holstein';15;' 7 ';'  '
'Stoll';'Matthias';1965;'PIRATEN';26;'Niedersachsen';9;' 4 ';'  '
'Stoltenberg';'Peter';1949;'GRÜNE';4;;;;8
'Stompfe';'Phillip';1984;'CDU';6;'Hessen';7;' 35 ';'  '
'Storjohann';'Gero';1958;'CDU';6;'Schleswig-Holstein';15;' 5 ';8
'Storm';'Andreas';1964;'CDU';6;'Hessen';7;' 5 ';186
'Stoßno';'Axel';1967;'FDP';17;'Bayern';2;' 39 ';'  '
'Stossun';'Veronika';1949;'DIE LINKE';13;;;;270
'Stracke';'Stephan';1974;'CSU';8;;;;257
'Strässer';'Christoph';1949;'SPD';29;'Nordrhein-Westfalen';10;' 8 ';130
'Stratmann';'Hanna Bettina';1958;'DIE LINKE';13;;;;203
'Straub';'Stefan';1945;'DIE LINKE';13;;;;289
'Straubinger';'Max';1954;'CSU';8;;;;230
'Strauchmann';'Rüdiger Wilhelm';1950;'DIE LINKE';13;'Schleswig-Holstein';15;' 8 ';'  '
'Strausdat';'Axel';1963;'DIE LINKE';13;'Bremen';5;' 6 ';'  '
'Strebl';'Matthäus';1952;'CSU';8;'Bayern';2;' 20 ';'  '
'Strehl';'Dietmar';1956;'GRÜNE';4;;;;59
'Strehlke';'Reinhard';1954;'SPD';29;'Bayern';2;' 33 ';256
'Streitle';'Ludwig';1947;'REP';14;'Bayern';2;' 19 ';'  '
'Strengmann-Kuhn';'Wolfgang';1964;'GRÜNE';4;'Hessen';7;' 6 ';181
'Strenz';'Karin';1967;'CDU';6;'Mecklenburg-Vorpommern';8;' 5 ';12
'Strickner';'Gerald';1953;'BüSo';5;'Bayern';2;' 3 ';223
'Striegel';'Sebastian';1981;'GRÜNE';4;'Sachsen-Anhalt';14;' 4 ';'  '
'Striewe';'Friedbert';1958;'GRÜNE';4;;;;153
'Ströbele';'Hans-Christian';1939;'GRÜNE';4;;;;84
'Strobl';'Thomas';1960;'CDU';6;'Baden-Württemberg';1;' 5 ';267
'Stroedter';'Jörg Klaus Hartmut';1954;'SPD';29;'Berlin';3;' 6 ';78
'Strothmann';'Lena';1952;'CDU';6;'Nordrhein-Westfalen';10;' 15 ';133
'Strub';'Nikolai';1960;'K:Strub';30;;;;8
'Strube';'Walter';1952;'CDU';6;'Mecklenburg-Vorpommern';8;' 11 ';'  '
'Strüker';'Udo';1956;'DIE LINKE';13;;;;138
'Strutz';'Pamela';1979;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 23 ';'  '
'Struzyna';'Joachim';1955;'MLPD';20;'Baden-Württemberg';1;' 9 ';291
'Struzyna';'Susanne';1956;'MLPD';20;'Baden-Württemberg';1;' 6 ';'  '
'Stüber';'Sabine Ursula';1953;'DIE LINKE';13;'Brandenburg';4;' 9 ';58
'Stübgen';'Michael';1959;'CDU';6;'Brandenburg';4;' 2 ';66
'Stünker';'Joachim';1948;'SPD';29;'Niedersachsen';9;' 16 ';35
'Sturm';'Erich Walter';1961;'PIRATEN';26;'Bremen';5;' 1 ';'  '
'Sturm';'Jan';1965;'NPD';22;'Berlin';3;' 4 ';83
'Sturm';'Ulrike';1961;'GRÜNE';4;;;;269
'Stürtz';'Heinrich';1949;'DIE LINKE';13;;;;278
'Stützer';'Tobias';1981;'DIE LINKE';13;;;;286
'Stüwe';'Arvid';1976;'PIRATEN';26;'Niedersachsen';9;' 7 ';'  '
'Suchanek';'Astrid';1946;'Tierschutz';21;'Baden-Württemberg';1;' 3 ';'  '
'Suding';'Katja';1975;'FDP';17;'Hamburg';6;' 6 ';20
'Sudmann';'Heike';1962;'DIE LINKE';13;'Hamburg';6;' 3 ';'  '
'Sudmann';'Wilhelm';1960;'NPD';22;;;;26
'Sühl';'Dr. Klaus';1951;'DIE LINKE';13;'Sachsen';13;' 10 ';161
'Suhr';'Stefan';1979;'NPD';22;'Mecklenburg-Vorpommern';8;' 9 ';'  '
'Sulzmann';'Peter';1964;'SPD';29;'Hessen';7;' 37 ';'  '
'Summerer';'Christa';1958;'BP';3;'Bayern';2;' 45 ';'  '
'Sünder';'Claudia';1969;'SPD';29;;;;270
'Susemichel';'Ralf';1962;'SPD';29;'Hessen';7;' 38 ';'  '
'Susemihl';'Dirk';1969;'NPD';22;;;;17
'Süßenbach';'Lydia';1937;'PBC';24;'Bayern';2;' 12 ';'  '
'Süßmair';'Alexander';1977;'DIE LINKE';13;'Bayern';2;' 6 ';252
'Sütterlin-Waack';'Dr. Sabine';1958;'CDU';6;'Schleswig-Holstein';15;' 13 ';'  '
'Swillus-Knöchel';'Cornelia';1963;'DIE LINKE';13;;;;121
'Symann';'Malte Maximilian Andreas Gabriel';1988;'CSU';8;'Bayern';2;' 59 ';'  '
'Syré';'Jan';1962;'FDP';17;'Brandenburg';4;' 6 ';62
'Szymanska';'Dorota';1965;'GRÜNE';4;;;;48
