Wahlkreis;Partei;Erststimmen;Zweitstimmen;Jahr
171;22;2608;2237;2005
171;22;2275;1813;2009
171;25;;159;2005
171;26;;2382;2009
171;29;76040;68359;2005
171;29;56519;47585;2009
171;30;;515;2005
171;41;1467;;2005
171;99;;532;2005
172;4;5685;14231;2005
172;4;10366;16884;2009
172;5;;139;2005
172;5;;151;2009
172;6;51653;45080;2005
172;6;47322;41356;2009
172;11;;76;2009
172;13;6826;8758;2005
172;13;10857;13181;2009
172;14;1858;1807;2005
172;14;;843;2009
172;17;5423;13246;2005
172;17;10964;17410;2009
172;20;;43;2005
172;20;;27;2009
172;21;;924;2005
172;21;;1116;2009
172;22;1517;1560;2005
172;22;1690;1290;2009
172;25;;128;2005
172;26;;2625;2009
172;29;67136;54957;2005
172;29;51712;38139;2009
172;30;;532;2005
172;99;1102;485;2005
173;4;6959;11793;2005
173;4;11032;13382;2009
173;5;;123;2005
173;5;;147;2009
173;6;63801;54175;2005
173;6;60214;50391;2009
173;11;;127;2009
173;13;7321;9014;2005
173;13;9815;12133;2009
173;14;;1378;2005
173;14;;741;2009
173;17;7130;16852;2005
173;17;12968;21137;2009
173;20;;51;2005
173;20;;40;2009
173;21;;1296;2005
173;21;;1431;2009
173;22;3648;3053;2005
173;22;2922;2236;2009
173;24;2019;;2005
173;25;;215;2005
173;26;;2972;2009
173;29;66250;58583;2005
173;29;47897;40485;2009
173;30;;485;2005
173;99;;555;2005
174;4;8976;17023;2005
174;4;14140;18853;2009
174;5;;128;2005
174;5;;193;2009
174;6;64468;54529;2005
174;6;59441;50276;2009
174;11;;158;2009
174;13;8081;9887;2005
174;13;11399;14605;2009
174;14;;1357;2005
174;14;;701;2009
174;17;12205;21076;2005
174;17;17928;25687;2009
174;20;;65;2005
174;20;;46;2009
174;21;;1327;2005
174;21;;1528;2009
174;22;2870;2269;2005
174;22;2328;1853;2009
174;25;;171;2005
174;26;;3962;2009
174;29;73793;62080;2005
174;29;55331;44222;2009
174;30;;555;2005
174;99;;565;2005
174;99;1253;;2009
175;4;5238;11041;2005
175;4;12556;14727;2009
175;5;;202;2005
175;5;;221;2009
175;6;72048;78943;2005
175;6;86084;70740;2009
175;11;;186;2009
175;13;4989;8815;2005
175;13;11923;13377;2009
175;14;;2524;2005
175;14;;1337;2009
175;17;5653;19172;2005
175;17;17415;30594;2009
175;20;;88;2005
175;20;;58;2009
175;21;;1503;2005
175;21;;1599;2009
175;22;1967;2778;2005
175;22;3591;2722;2009
175;25;;226;2005
175;26;;3034;2009
175;29;54765;55453;2005
175;29;41388;34783;2009
175;30;;565;2005
175;99;39545;875;2005
176;4;7409;14373;2005
176;4;12976;15877;2009
176;5;;107;2005
176;5;;127;2009
176;6;65756;54583;2005
176;6;62748;49902;2009
176;11;;74;2009
176;13;5614;6655;2005
176;13;7522;9229;2009
176;14;;1091;2005
176;14;862;807;2009
176;17;13207;22741;2005
176;17;16255;27979;2009
176;20;;42;2005
176;20;;26;2009
176;21;;1091;2005
176;21;2074;1472;2009
176;22;1925;1370;2005
176;22;1081;1055;2009
176;25;;116;2005
176;26;;2552;2009
176;29;51838;43215;2005
176;29;35257;29758;2009
176;30;;875;2005
176;99;;655;2005
177;4;7251;17051;2005
177;4;12425;19242;2009
177;5;;172;2005
177;5;;182;2009
177;6;78156;64594;2005
177;6;73702;60038;2009
177;11;;138;2009
177;13;7439;9267;2005
177;13;11116;13681;2009
177;14;;1221;2005
177;14;;677;2009
177;17;7788;23215;2005
177;17;16284;31612;2009
177;20;;83;2005
177;20;;45;2009
177;21;;1566;2005
177;21;2631;2069;2009
177;22;4176;3695;2005
177;22;3792;3426;2009
177;25;;231;2005
177;26;;3623;2009
177;29;80828;64729;2005
177;29;59420;45085;2009
177;30;;655;2005
177;99;1039;797;2005
177;99;328;;2009
178;4;8924;15110;2005
178;4;13141;17210;2009
178;5;;167;2005
178;5;;174;2009
178;6;81513;68569;2005
178;6;75224;60875;2009
178;11;;106;2009
178;13;5502;7013;2005
178;13;9066;10853;2009
178;14;;1060;2005
178;14;1603;1133;2009
178;17;9347;21553;2005
178;17;17463;30530;2009
178;20;;45;2005
178;20;;32;2009
178;21;;1319;2005
178;21;;1665;2009
178;22;2256;1737;2005
178;22;1432;1490;2009
178;25;;160;2005
178;26;;3199;2009
178;29;62690;54870;2005
178;29;45127;36352;2009
178;30;;797;2005
178;99;1383;661;2005
179;4;6395;18431;2005
179;4;10970;18560;2009
179;5;653;270;2005
179;5;588;269;2009
179;6;56861;44485;2005
179;6;53416;40831;2009
179;11;;125;2009
179;13;5473;7127;2005
179;13;9016;11333;2009
179;14;;1439;2005
179;14;;1049;2009
179;17;6005;18441;2005
179;17;12350;23194;2009
179;20;;36;2005
179;20;;37;2009
179;21;;933;2005
179;21;;1005;2009
179;22;1919;1283;2005
179;22;1516;1070;2009
179;25;;87;2005
179;26;;2839;2009
179;29;60916;45173;2005
179;29;42751;30892;2009
179;30;;661;2005
179;99;;716;2005
179;99;444;;2009
180;4;6938;16816;2005
180;4;11572;19324;2009
180;5;;200;2005
180;5;;220;2009
180;6;77996;64688;2005
180;6;68704;56834;2009
180;11;;142;2009
180;13;8420;10063;2005
180;13;11985;15139;2009
180;14;;2139;2005
180;14;1764;1689;2009
180;17;7767;21477;2005
180;17;15523;30368;2009
180;20;;61;2005
180;20;;41;2009
180;21;;1995;2005
180;21;3287;2568;2009
180;22;3368;2378;2005
180;22;2289;2317;2009
180;25;;177;2005
180;26;;3763;2009
180;29;79621;63392;2005
180;29;59413;42154;2009
180;30;;716;2005
180;99;;910;2005
181;4;11988;15828;2005
181;4;15618;18258;2009
181;5;;114;2005
181;5;;165;2009
181;6;80848;63644;2005
181;6;72680;56989;2009
181;11;;110;2009
181;13;4806;5736;2005
181;13;7718;8699;2009
181;14;;958;2005
181;14;;701;2009
181;17;8411;26019;2005
181;17;18588;33225;2009
181;20;;35;2005
181;20;;30;2009
181;21;;1061;2005
181;21;;1437;2009
181;22;1894;1198;2005
181;22;1694;1140;2009
181;25;;111;2005
181;26;;3157;2009
181;29;50418;43337;2005
181;29;36629;29515;2009
181;30;;910;2005
181;99;;710;2005
182;4;12650;20739;2005
182;4;15701;20645;2009
182;5;;121;2005
182;5;353;210;2009
182;6;49510;39377;2005
182;6;45866;36031;2009
182;11;;81;2009
182;13;7783;9357;2005
182;13;12031;14551;2009
182;14;;1044;2005
182;14;862;824;2009
182;17;7603;17205;2005
182;17;12876;22761;2009
182;20;;108;2005
182;20;170;92;2009
182;21;;1328;2005
182;21;1879;1415;2009
182;22;2408;1636;2005
182;22;1327;1266;2009
182;25;;95;2005
182;26;;3355;2009
182;29;52850;41413;2005
182;29;39147;29107;2009
182;30;;710;2005
182;99;;938;2005
183;4;28925;27117;2005
183;4;23403;28225;2009
183;5;;111;2005
183;5;416;190;2009
183;6;57539;45133;2005
183;6;55027;43089;2009
183;11;;102;2009
183;13;7188;10029;2005
183;13;11998;15397;2009
183;14;;913;2005
183;14;;651;2009
183;17;6591;21432;2005
183;17;14336;27031;2009
183;20;;82;2005
183;20;;62;2009
183;21;;1287;2005
183;21;2077;1503;2009
183;22;1957;1395;2005
183;22;1546;1183;2009
183;25;;105;2005
183;26;;3722;2009
183;29;52063;46265;2005
183;29;45074;33243;2009
183;30;;938;2005
183;99;;979;2005
184;4;8100;14261;2005
184;4;12072;15677;2009
184;5;;109;2005
184;5;;178;2009
184;6;48321;40054;2005
184;6;45410;37526;2009
184;11;;109;2009
184;13;5736;6824;2005
184;13;9449;11103;2009
184;14;;1440;2005
184;14;;1098;2009
184;17;4957;14182;2005
184;17;10177;18630;2009
184;20;;91;2005
184;20;;60;2009
184;21;;1155;2005
184;21;;1463;2009
184;22;2475;1760;2005
184;22;2457;1680;2009
184;24;588;;2005
184;25;;171;2005
184;26;;2772;2009
184;29;62419;52132;2005
184;29;44973;35058;2009
184;30;;979;2005
184;99;;650;2005
184;99;482;;2009
185;4;9325;18135;2005
185;4;15243;19863;2009
185;5;;128;2005
185;5;;198;2009
185;6;72653;60127;2005
185;6;62281;49267;2009
185;11;;150;2009
185;13;7193;8578;2005
185;13;11594;13813;2009
185;14;;1275;2005
185;14;;1068;2009
185;17;7990;20946;2005
185;17;15843;28409;2009
185;20;;65;2005
185;20;;41;2009
185;21;;1364;2005
185;21;2722;1858;2009
185;22;2637;1848;2005
185;22;2434;1766;2009
185;25;;143;2005
185;26;;3835;2009
185;29;66517;53436;2005
185;29;44542;34376;2009
185;30;;650;2005
185;99;;844;2005
185;99;229;;2009
186;2;396;;2009
186;4;14557;25435;2005
186;4;20963;29727;2009
186;5;;119;2005
186;5;;173;2009
186;6;67498;54617;2005
186;6;60536;49924;2009
186;11;;132;2009
186;13;6955;9452;2005
186;13;11213;14869;2009
186;14;;936;2005
186;14;;788;2009
186;17;6584;19442;2005
186;17;13553;26539;2009
186;20;359;196;2005
186;20;;87;2009
186;21;;1375;2005
186;21;;1650;2009
186;22;2039;1587;2005
186;22;1860;1501;2009
186;24;966;;2005
186;25;;166;2005
186;26;3866;4390;2009
186;29;80289;65693;2005
186;29;60581;43605;2009
186;30;;844;2005
186;99;;757;2005
187;4;8882;17382;2005
187;4;16215;19379;2009
187;5;;160;2005
187;5;;228;2009
187;6;76696;65039;2005
187;6;69191;56677;2009
187;7;1011;;2005
187;11;;137;2009
187;13;7275;8810;2005
187;13;11574;13403;2009
187;14;;1867;2005
187;14;1772;1723;2009
187;17;9421;21458;2005
187;17;18409;29697;2009
187;20;;80;2005
187;20;;79;2009
187;21;;1668;2005
187;21;;1765;2009
187;22;2912;2176;2005
187;22;2183;1907;2009
187;25;;193;2005
187;26;;4098;2009
187;29;76617;63338;2005
187;29;50797;42756;2009
187;30;;757;2005
187;99;;851;2005
187;99;1281;;2009
188;4;5946;13411;2005
188;4;11296;15683;2009
188;5;;126;2005
188;5;;165;2009
188;6;68835;56712;2005
188;6;64472;50275;2009
188;11;;113;2009
188;13;5177;6617;2005
188;13;9171;10891;2009
188;14;;1773;2005
188;14;;1458;2009
188;16;1857;;2005
188;17;5953;17323;2005
188;17;12966;25219;2009
188;20;;65;2005
188;20;;41;2009
188;21;;1457;2005
188;21;;1618;2009
188;22;2541;1961;2005
188;22;2365;1607;2009
188;25;;222;2005
188;26;;2782;2009
188;29;64837;54838;2005
188;29;44903;35748;2009
188;30;;851;2005
188;99;;720;2005
189;4;3824;6121;2005
189;4;5540;6507;2009
189;6;57982;50360;2005
189;6;57882;51863;2009
189;13;32141;34797;2005
189;13;33005;32391;2009
189;14;;750;2005
189;14;;299;2009
189;16;2559;;2005
189;17;7455;13068;2005
189;17;9942;14382;2009
189;20;;403;2005
189;20;;127;2009
189;22;5134;4950;2005
189;22;3798;3631;2009
189;23;1416;1009;2009
189;26;;2309;2009
189;29;46127;44045;2005
189;29;22854;22341;2009
189;30;;720;2005
189;99;;1082;2005
189;99;309;;2009
190;4;4412;6541;2005
190;4;4921;6451;2009
190;6;43695;40233;2005
190;6;44903;42063;2009
190;13;34133;37711;2005
190;13;35666;36508;2009
190;14;;1051;2005
190;14;;467;2009
190;17;7301;11506;2005
190;17;8211;11921;2009
190;20;789;774;2005
190;20;;268;2009
190;22;6008;5727;2005
190;22;4864;4607;2009
190;23;;489;2009
190;26;;2516;2009
190;29;53696;47724;2005
190;29;29106;23845;2009
190;30;;1082;2005
190;99;2126;1166;2005
190;99;1392;;2009
191;4;4391;6037;2005
191;4;5754;6064;2009
191;6;46738;40334;2005
191;6;42674;39696;2009
191;13;41234;40688;2005
191;13;39568;37923;2009
191;14;;1274;2005
191;14;;491;2009
191;17;7596;12115;2005
191;17;9800;12661;2009
191;20;;501;2005
191;20;;186;2009
191;22;6824;6187;2005
191;22;4855;4383;2009
191;23;;406;2009
191;26;;2581;2009
191;29;44638;43332;2005
191;29;22819;21692;2009
191;30;;1166;2005
191;99;;1340;2005
191;99;595;;2009
192;4;4171;7170;2005
192;4;7391;7608;2009
192;6;47115;42966;2005
192;6;40063;42479;2009
192;13;34761;40120;2005
192;13;35942;38257;2009
192;14;;1096;2005
192;14;;513;2009
192;17;7598;12399;2005
192;17;10056;12393;2009
192;20;;715;2005
192;20;;191;2009
192;22;7118;6296;2005
192;22;5475;4924;2009
192;23;;499;2009
192;24;1085;;2005
192;26;;3992;2009
192;29;60384;50019;2005
192;29;37032;27092;2009
192;30;;1340;2005
192;99;;1645;2005
192;99;1848;;2009
193;4;12553;13638;2005
193;4;12137;15630;2009
193;6;45728;37749;2005
193;6;45931;41777;2009
193;13;43520;43048;2005
193;13;43050;41801;2009
193;14;;1241;2005
193;14;;451;2009
193;17;6801;12638;2005
193;17;8897;13429;2009
193;20;;536;2005
193;20;;293;2009
193;22;5145;4235;2005
193;22;4151;3762;2009
193;23;;600;2009
193;26;;4958;2009
193;29;52304;51375;2005
193;29;33488;26897;2009
193;30;;1645;2005
193;99;;2080;2005
193;99;1620;;2009
194;4;9155;12396;2005
194;4;11471;13243;2009
194;6;45982;40230;2005
194;6;46590;44951;2009
194;13;55080;51886;2005
194;13;49344;48724;2009
194;14;;1132;2005
194;14;;574;2009
194;17;10970;15366;2005
194;17;15695;16832;2009
194;20;;535;2005
194;20;;190;2009
194;22;6529;5930;2005
194;22;4771;4209;2009
194;23;;634;2009
194;26;;5519;2009
194;29;59508;57984;2005
194;29;34658;28034;2009
194;30;;2080;2005
194;99;;2064;2005
195;4;3661;5423;2005
195;4;4196;4919;2009
195;6;44714;37865;2005
195;6;42988;37841;2009
195;13;36507;37611;2005
195;13;33672;33017;2009
195;14;;912;2005
195;14;;397;2009
195;17;7289;12571;2005
195;17;9237;12557;2009
195;20;;461;2005
195;20;;156;2009
195;22;6406;6037;2005
195;22;4720;4168;2009
195;23;;478;2009
195;26;;2707;2009
195;29;42586;39083;2005
195;29;20224;19006;2009
195;30;;2064;2005
195;99;;1469;2005
196;4;4687;6501;2005
196;4;5684;6654;2009
196;6;46818;44322;2005
196;6;46726;44770;2009
196;13;46099;49406;2005
196;13;45820;45439;2009
196;14;;1254;2005
196;14;;615;2009
196;17;8850;13278;2005
196;17;12534;14342;2009
196;20;806;1089;2005
196;20;582;395;2009
196;22;8520;8164;2005
196;22;6574;5978;2009
196;23;;557;2009
196;26;;3340;2009
196;29;53561;52230;2005
196;29;27824;25004;2009
196;30;;1469;2005
196;99;8131;1616;2005
196;99;934;;2009
197;4;4981;6149;2005
197;4;5936;6762;2009
197;6;41833;38376;2005
197;6;39600;38338;2009
197;13;44753;43073;2005
197;13;41361;40815;2009
197;14;;1256;2005
197;14;;532;2009
197;16;2412;;2005
197;17;8108;12068;2005
197;17;10313;12118;2009
197;20;;654;2005
197;20;;185;2009
197;22;5780;5462;2005
197;22;4380;3941;2009
197;23;;414;2009
197;26;;3109;2009
197;29;47046;46986;2005
197;29;27055;22682;2009
197;30;;1616;2005
197;99;;1155;2005
198;4;4324;11492;2005
198;4;9518;14005;2009
198;6;81308;72203;2005
198;6;66214;61307;2009
198;11;;123;2009
198;13;7276;9514;2005
198;13;11331;15360;2009
198;14;;786;2005
198;14;;689;2009
198;16;;1689;2005
198;16;;1548;2009
198;17;7492;20866;2005
198;17;17881;28754;2009
198;20;;128;2005
198;20;;72;2009
198;22;2042;1842;2005
198;22;2438;1820;2009
198;23;;327;2009
198;24;1750;1532;2005
198;24;;1022;2009
198;26;;2758;2009
198;29;82753;66828;2005
198;29;61544;42279;2009
198;30;;1155;2005
199;4;5748;8962;2005
199;4;10094;11622;2009
199;6;73883;64612;2005
199;6;62145;54737;2009
199;11;;79;2009
199;13;5616;6786;2005
199;13;8310;10171;2009
199;14;;565;2005
199;14;;409;2009
199;16;;1290;2005
199;16;;1123;2009
199;17;8697;18276;2005
199;17;20470;25933;2009
199;20;;75;2005
199;20;;31;2009
199;22;1512;1266;2005
199;22;1527;1192;2009
199;23;;397;2009
199;24;;416;2005
199;24;;288;2009
199;26;;2204;2009
199;29;53578;47636;2005
199;29;33987;28973;2009
200;4;8120;11171;2005
200;4;13222;13732;2009
200;6;67876;57205;2005
200;6;59853;49065;2009
200;11;;98;2009
200;13;6287;7227;2005
200;13;9935;11239;2009
200;14;;593;2005
200;14;;432;2009
200;16;;1272;2005
200;16;;1118;2009
200;17;6888;17953;2005
200;17;13084;23679;2009
200;20;;86;2005
200;20;;31;2009
200;22;1624;1431;2005
200;22;1483;1188;2009
200;23;;324;2009
200;24;;396;2005
200;24;;227;2009
200;26;;2690;2009
200;29;58645;52665;2005
200;29;38080;32414;2009
201;4;5633;7954;2005
201;4;9724;10265;2009
201;6;69904;59542;2005
201;6;60105;50302;2009
201;11;;100;2009
201;13;6133;6821;2005
201;13;9035;10568;2009
201;14;;660;2005
201;14;;485;2009
201;16;;1322;2005
201;16;;1286;2009
201;17;10584;19253;2005
201;17;15714;24248;2009
201;20;;66;2005
201;20;;25;2009
201;22;1673;1389;2005
201;22;1521;1137;2009
201;23;;284;2009
201;24;;558;2005
201;24;;386;2009
201;26;;2023;2009
201;29;45617;42870;2005
201;29;29859;26447;2009
202;4;5603;9426;2005
202;4;8768;11065;2009
202;6;62007;48629;2005
202;6;61167;43300;2009
202;11;;158;2009
202;13;6734;8663;2005
202;13;11579;14197;2009
202;14;;877;2005
202;14;;547;2009
202;16;;1480;2005
202;16;;1158;2009
202;17;6531;17107;2005
202;17;8684;21190;2009
202;20;;80;2005
202;20;;36;2009
202;22;2332;2150;2005
202;22;1798;1560;2009
202;23;;260;2009
202;24;;451;2005
202;24;;248;2009
202;26;;2030;2009
202;29;60167;55731;2005
202;29;37332;34984;2009
202;99;837;;2005
202;99;801;;2009
203;4;4923;7442;2005
203;4;9274;9922;2009
203;6;63253;56908;2005
203;6;53705;48270;2009
203;11;;92;2009
203;13;4875;5968;2005
203;13;8043;9642;2009
203;14;;577;2005
203;14;;354;2009
203;16;;1419;2005
203;16;;1237;2009
203;17;7443;16636;2005
203;17;16213;22500;2009
203;20;;76;2005
203;20;;22;2009
203;22;1614;1396;2005
203;22;1295;1021;2009
203;23;;266;2009
203;24;;230;2005
203;24;;149;2009
203;26;;1717;2009
203;29;47087;38928;2005
203;29;28042;22419;2009
204;4;7863;12467;2005
204;4;14109;16456;2009
204;6;60422;50775;2005
204;6;61594;50210;2009
204;11;;74;2009
204;13;6141;8133;2005
204;13;11583;13070;2009
204;14;;605;2005
204;14;;347;2009
204;16;;1297;2005
204;16;;1111;2009
204;17;6210;14752;2005
204;17;11237;20354;2009
204;20;;82;2005
204;20;;27;2009
204;22;1561;1478;2005
204;22;1315;1092;2009
204;23;;284;2009
204;24;;243;2005
204;24;;154;2009
204;26;;2483;2009
204;29;56943;50891;2005
204;29;34948;30348;2009
204;99;1016;;2005
205;4;6245;10964;2005
205;4;10685;13047;2009
205;6;76418;63326;2005
205;6;65215;53078;2009
205;11;;118;2009
205;13;7094;8303;2005
205;13;11884;13186;2009
205;14;;908;2005
205;14;;638;2009
205;16;;1573;2005
205;16;;1627;2009
205;17;7497;20437;2005
205;17;16541;28104;2009
205;20;;88;2005
205;20;;31;2009
205;22;2486;2151;2005
205;22;2347;1895;2009
205;23;;311;2009
205;24;1381;959;2005
205;24;;540;2009
205;26;;2948;2009
205;29;62825;55571;2005
205;29;44416;36122;2009
206;4;11235;23409;2005
206;4;23696;29745;2009
206;5;304;;2009
206;6;76345;66416;2005
206;6;68081;61777;2009
206;11;;96;2009
206;13;7204;8964;2005
206;13;10737;13922;2009
206;14;;2388;2005
206;14;;2265;2009
206;15;833;;2009
206;16;;1669;2005
206;16;;1035;2009
206;17;16930;25213;2005
206;17;22054;29045;2009
206;20;;125;2005
206;20;;34;2009
206;22;2382;1626;2005
206;22;2043;1153;2009
206;23;2384;1305;2009
206;24;;379;2005
206;24;;245;2009
206;26;;4553;2009
206;29;79760;65285;2005
206;29;57338;43303;2009
206;99;935;;2005
207;4;5931;11188;2005
207;4;10515;14609;2009
207;6;57443;51561;2005
207;6;51892;46831;2009
207;11;;137;2009
207;13;7003;8176;2005
207;13;10218;12098;2009
207;14;;1647;2005
207;14;;1508;2009
207;16;;1678;2005
207;16;;1468;2009
207;17;9492;17740;2005
207;17;14051;22748;2009
207;20;;100;2005
207;20;;30;2009
207;22;3475;3021;2005
207;22;3259;2284;2009
207;23;;425;2009
207;24;;662;2005
207;24;;421;2009
207;26;;2909;2009
207;29;70456;58541;2005
207;29;54255;39125;2009
208;4;5885;11585;2005
208;4;9277;12919;2009
208;6;65848;56038;2005
208;6;57736;48785;2009
208;11;;158;2009
208;13;7509;9624;2005
208;13;13002;15457;2009
208;14;4639;4578;2005
208;14;3631;3601;2009
208;16;;1815;2005
208;16;;1443;2009
208;17;7331;17301;2005
208;17;12878;22392;2009
208;20;437;280;2005
208;20;210;121;2009
208;22;2444;2417;2005
208;22;1807;1798;2009
208;23;;319;2009
208;24;;438;2005
208;24;;314;2009
208;26;3188;3079;2009
208;29;71775;62072;2005
208;29;48713;40325;2009
209;4;8319;14211;2005
209;4;13748;16485;2009
209;6;77707;65254;2005
209;6;71481;57953;2009
209;11;;116;2009
209;13;6708;8447;2005
209;13;12546;13486;2009
209;14;3496;3522;2005
209;14;;1918;2009
209;16;;2007;2005
209;16;3140;2217;2009
209;17;7949;20259;2005
209;17;14870;26988;2009
209;20;;88;2005
209;20;;44;2009
209;22;1700;1723;2005
209;22;2710;1935;2009
209;23;;426;2009
209;24;1405;832;2005
209;24;;453;2009
209;26;;3030;2009
209;29;66113;57534;2005
209;29;40404;36117;2009
209;99;1283;;2009
210;4;7596;12369;2005
210;4;10834;13936;2009
210;6;61781;51844;2005
210;6;52311;45212;2009
210;11;;132;2009
210;13;14464;15397;2005
210;13;22205;22670;2009
210;14;;2176;2005
210;14;;1373;2009
210;16;;2520;2005
210;16;;2074;2009
210;17;8687;18237;2005
210;17;14725;22932;2009
210;20;;151;2005
210;20;;55;2009
210;22;4922;3971;2005
210;22;4143;3197;2009
210;23;;406;2009
210;24;;544;2005
210;24;;414;2009
210;26;;3421;2009
210;29;77325;68201;2005
210;29;55070;44362;2009
211;4;4550;7226;2005
211;4;8840;8528;2009
211;6;59788;52408;2005
211;6;50035;44143;2009
211;11;;114;2009
211;13;11572;12199;2005
211;13;15989;16977;2009
211;14;;3005;2005
211;14;;1662;2009
211;16;;2307;2005
211;16;;1945;2009
211;17;8801;15082;2005
211;17;14105;19605;2009
211;20;;102;2005
211;20;;32;2009
211;22;4624;3023;2005
211;22;3598;2533;2009
211;23;;391;2009
211;24;;551;2005
211;24;;387;2009
211;26;;2561;2009
211;29;51556;45927;2005
211;29;34342;28982;2009
212;4;7794;13034;2005
212;4;12637;15635;2009
212;6;70851;60911;2005
212;6;61994;52517;2009
212;11;;134;2009
212;13;6413;7932;2005
212;13;10926;13137;2009
212;14;3418;3453;2005
212;14;;1980;2009
212;16;;2238;2005
212;16;;1889;2009
212;17;10276;19833;2005
212;17;19431;26201;2009
212;20;;153;2005
212;20;;59;2009
212;22;2090;2128;2005
212;22;3230;2272;2009
212;23;;609;2009
212;24;1317;835;2005
212;24;;575;2009
212;26;;3322;2009
212;29;61710;53394;2005
212;29;42287;34790;2009
212;99;1925;;2009
213;3;;971;2005
213;3;;1297;2009
213;4;6451;6894;2005
213;4;8477;8923;2009
213;5;1020;271;2005
213;5;1369;309;2009
213;7;;143;2009
213;8;79539;71871;2005
213;8;67284;57712;2009
213;11;;63;2009
213;13;3006;3328;2005
213;13;5362;5641;2009
213;14;;1528;2005
213;14;;1086;2009
213;15;;251;2009
213;16;;720;2005
213;16;;789;2009
213;17;5514;10413;2005
213;17;9508;13992;2009
213;20;;52;2005
213;20;;20;2009
213;21;;650;2009
213;22;2280;1666;2005
213;22;2045;1347;2009
213;23;;1517;2009
213;24;;151;2005
213;24;;99;2009
213;26;;1896;2009
213;27;;720;2009
213;29;25111;24770;2005
213;29;16724;14831;2009
213;99;;647;2005
214;3;;858;2005
214;3;;1434;2009
214;4;10767;12844;2005
214;4;17573;17458;2009
214;5;;82;2005
214;5;;54;2009
214;7;;114;2009
214;8;83991;76249;2005
214;8;67518;61088;2009
214;11;;60;2009
214;13;3698;3947;2005
214;13;6073;6265;2009
214;14;;1667;2005
214;14;;1711;2009
214;15;;289;2009
214;16;;1014;2005
214;16;;996;2009
214;17;7708;15256;2005
214;17;16433;22094;2009
214;20;;44;2005
214;20;;35;2009
214;21;;959;2009
214;22;2038;1066;2005
214;22;1837;1018;2009
214;23;3969;2453;2009
214;24;;143;2005
214;24;;91;2009
214;26;;2562;2009
214;27;;1416;2009
214;29;35731;30981;2005
214;29;24402;19106;2009
214;30;;381;2005
214;31;;266;2005
214;99;;811;2005
214;99;327;;2009
215;3;3665;1331;2005
215;3;;1400;2009
215;4;12064;12708;2005
215;4;25408;18400;2009
215;5;;83;2005
215;5;;43;2009
215;7;;119;2009
215;8;87477;80909;2005
215;8;69229;66336;2009
215;11;;66;2009
215;13;4473;4883;2005
215;13;8247;8120;2009
215;14;;1255;2005
215;14;;900;2009
215;15;;327;2009
215;16;;1019;2005
215;16;;1021;2009
215;17;8665;15836;2005
215;17;19711;21848;2009
215;20;;61;2005
215;20;;31;2009
215;21;;988;2009
215;22;2139;1687;2005
215;22;2558;1808;2009
215;23;;1878;2009
215;24;;225;2005
215;24;;155;2009
215;26;;3583;2009
215;27;1650;1581;2009
215;29;36283;34693;2005
215;29;20791;19915;2009
215;30;;447;2005
215;31;;364;2005
215;99;;834;2005
216;3;;969;2005
216;3;3172;2027;2009
216;4;15698;19959;2005
216;4;20344;23583;2009
216;5;;104;2005
216;5;;74;2009
216;7;;141;2009
216;8;108897;98089;2005
216;8;91947;80517;2009
216;11;;105;2009
216;13;4764;5430;2005
216;13;7311;8969;2009
216;14;;1205;2005
216;14;;895;2009
216;15;;417;2009
216;16;;1122;2005
216;16;;1086;2009
216;17;12199;21471;2005
216;17;20997;30319;2009
216;20;;66;2005
216;20;;37;2009
216;21;;1350;2009
216;22;2466;1591;2005
216;22;2053;1536;2009
216;23;3197;1902;2009
216;24;;244;2005
216;24;;157;2009
216;26;;3649;2009
216;27;2462;2230;2009
216;29;52329;45927;2005
216;29;35851;29734;2009
216;30;;459;2005
216;31;;375;2005
216;99;;1085;2005
216;99;793;;2009
217;3;;995;2005
217;3;;1351;2009
217;4;7741;10631;2005
217;4;14174;14283;2009
217;5;;82;2005
217;5;661;120;2009
217;7;;146;2009
217;8;121771;97356;2005
217;8;99482;86686;2009
217;11;;86;2009
217;13;5075;5834;2005
217;13;10936;10717;2009
217;14;;1983;2005
217;14;;1269;2009
217;15;;228;2009
217;16;2132;1634;2005
217;16;;1157;2009
217;17;4709;14183;2005
217;17;14151;21566;2009
217;20;;60;2005
217;20;;34;2009
217;21;;999;2009
217;22;2735;2334;2005
217;22;3308;2588;2009
217;23;3874;2327;2009
217;24;;354;2005
217;24;;227;2009
217;26;;3448;2009
217;27;;592;2009
217;29;40630;48613;2005
217;29;26825;26877;2009
217;30;;678;2005
217;31;;407;2005
217;99;;844;2005
217;99;466;;2009
218;3;716;614;2005
218;3;;751;2009
218;4;8337;22367;2005
218;4;15307;27405;2009
218;5;260;135;2005
218;5;217;95;2009
218;7;;85;2009
218;8;61739;54704;2005
218;8;57161;48622;2009
218;11;;73;2009
218;13;3959;6082;2005
218;13;7773;10705;2009
218;14;;631;2005
218;14;;482;2009
218;15;;306;2009
218;16;1207;717;2005
218;16;;461;2009
218;17;7272;18274;2005
218;17;15766;28189;2009
218;20;;77;2005
218;20;123;70;2009
218;21;;1019;2009
218;22;1334;1134;2005
218;22;1531;1117;2009
218;23;1732;1283;2009
218;24;;171;2005
218;24;;96;2009
218;26;;4164;2009
218;27;;932;2009
218;29;65893;45157;2005
218;29;55691;31067;2009
218;30;;451;2005
218;31;;393;2005
